Epoch	Stage	Loss	Sensitivity	Specificity	AUC - promoter active	AUC - nonpromoter active	AUC - promoter inactive	AUC - nonpromoter inactive
101	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.63, 0.52, 0.46, 0.44	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
102	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.66, 0.48, 0.40, 0.38	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
102	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.63, 0.52, 0.46, 0.44	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
103	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.66, 0.48, 0.40, 0.38	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
103	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.64, 0.52, 0.46, 0.44	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
104	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.66, 0.48, 0.40, 0.38	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
104	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.63, 0.52, 0.46, 0.44	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
105	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.66, 0.48, 0.40, 0.38	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
105	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.63, 0.52, 0.46, 0.44	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
106	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.66, 0.48, 0.40, 0.37	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
106	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.63, 0.52, 0.46, 0.44	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
107	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.66, 0.47, 0.40, 0.37	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
107	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.64, 0.52, 0.46, 0.44	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
108	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.66, 0.47, 0.40, 0.37	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
108	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.64, 0.52, 0.46, 0.44	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
109	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.66, 0.47, 0.40, 0.37	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
109	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.64, 0.52, 0.46, 0.44	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
110	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.66, 0.47, 0.39, 0.37	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
110	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.64, 0.52, 0.46, 0.44	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
111	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.66, 0.47, 0.39, 0.37	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
111	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.64, 0.52, 0.46, 0.44	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
112	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.66, 0.47, 0.39, 0.37	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
112	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.64, 0.52, 0.46, 0.44	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
113	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.66, 0.47, 0.39, 0.37	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
113	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.63, 0.52, 0.46, 0.44	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
114	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.66, 0.47, 0.39, 0.37	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
114	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.64, 0.52, 0.46, 0.44	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
115	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.66, 0.47, 0.39, 0.36	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
115	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.64, 0.52, 0.46, 0.43	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
116	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.66, 0.47, 0.39, 0.36	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
116	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.64, 0.52, 0.46, 0.44	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
117	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.66, 0.47, 0.39, 0.36	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
117	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.64, 0.52, 0.46, 0.44	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
118	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.66, 0.47, 0.39, 0.36	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
118	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.64, 0.52, 0.46, 0.44	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
119	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.66, 0.47, 0.39, 0.36	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
119	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.64, 0.52, 0.45, 0.44	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
120	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.66, 0.47, 0.39, 0.36	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
120	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.64, 0.52, 0.46, 0.44	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
121	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.66, 0.47, 0.39, 0.36	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
121	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.64, 0.52, 0.45, 0.43	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
122	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.66, 0.47, 0.38, 0.36	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
122	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.64, 0.52, 0.45, 0.43	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
123	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.66, 0.47, 0.38, 0.36	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
123	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.64, 0.52, 0.45, 0.43	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
124	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.66, 0.47, 0.38, 0.36	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
124	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.64, 0.52, 0.45, 0.43	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
125	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.66, 0.47, 0.38, 0.36	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
125	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.64, 0.52, 0.45, 0.43	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
126	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.66, 0.47, 0.38, 0.36	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
126	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.64, 0.52, 0.45, 0.43	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
127	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.66, 0.47, 0.38, 0.36	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
127	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.64, 0.52, 0.45, 0.43	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
128	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.66, 0.46, 0.38, 0.35	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
128	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.64, 0.52, 0.45, 0.43	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
129	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.66, 0.46, 0.38, 0.35	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
129	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.64, 0.52, 0.45, 0.43	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
130	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.66, 0.46, 0.38, 0.35	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
130	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.64, 0.52, 0.45, 0.43	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
131	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.66, 0.46, 0.38, 0.35	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
131	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.64, 0.52, 0.45, 0.43	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
132	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.66, 0.46, 0.38, 0.35	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
132	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.64, 0.52, 0.45, 0.43	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
133	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.66, 0.46, 0.38, 0.35	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
133	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.64, 0.52, 0.45, 0.43	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
134	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.67, 0.46, 0.38, 0.35	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
134	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.64, 0.52, 0.45, 0.43	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
135	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.67, 0.46, 0.38, 0.35	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
135	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.64, 0.52, 0.45, 0.43	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
136	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.67, 0.46, 0.38, 0.35	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
136	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.64, 0.52, 0.45, 0.43	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
137	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.67, 0.46, 0.38, 0.35	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
137	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.64, 0.52, 0.45, 0.43	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
138	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.67, 0.46, 0.38, 0.35	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
138	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.64, 0.52, 0.45, 0.43	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
139	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.67, 0.46, 0.38, 0.35	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
139	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.64, 0.52, 0.45, 0.43	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
140	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.67, 0.46, 0.38, 0.35	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
140	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.64, 0.52, 0.45, 0.43	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
141	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.67, 0.46, 0.38, 0.35	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
141	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.64, 0.52, 0.45, 0.43	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
142	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.67, 0.46, 0.38, 0.35	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
142	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.64, 0.52, 0.45, 0.43	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
143	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.67, 0.46, 0.38, 0.35	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
143	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.64, 0.52, 0.45, 0.43	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
144	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.67, 0.46, 0.38, 0.35	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
144	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.64, 0.52, 0.45, 0.43	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
145	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.67, 0.46, 0.38, 0.35	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
145	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.64, 0.52, 0.45, 0.43	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
146	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.67, 0.46, 0.38, 0.35	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
146	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.64, 0.52, 0.45, 0.43	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
147	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.67, 0.46, 0.38, 0.35	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
147	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.64, 0.52, 0.45, 0.43	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
148	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.67, 0.46, 0.38, 0.35	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
148	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.64, 0.52, 0.45, 0.43	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
149	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.67, 0.46, 0.38, 0.35	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
149	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.64, 0.52, 0.45, 0.43	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
150	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.67, 0.46, 0.38, 0.35	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
150	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.65, 0.52, 0.45, 0.43	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
151	train	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.67, 0.46, 0.38, 0.35	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
151	valid	1.54, 1.04, 1.54, 1.54	0.00, 1.00, 0.00, 0.00	1.00, 0.00, 1.00, 1.00	0.50, 0.50, 0.50, 0.50	0.64, 0.52, 0.45, 0.43	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50
