Epoch	Stage	Loss	Sensitivity	Specificity	AUC - promoter active	AUC - nonpromoter active	AUC - promoter inactive	AUC - nonpromoter inactive
101	valid	1.10, 1.43, 1.43, 1.29	0.91, 0.00, 0.00, 0.90	0.83, 1.00, 1.00, 0.48	0.92, 0.90, 0.93, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.94, 0.69, 0.58, 0.75
102	train	1.10, 1.43, 1.44, 1.26	0.90, 0.00, 0.00, 0.96	0.91, 1.00, 1.00, 0.37	0.93, 0.92, 0.93, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.97, 0.72, 0.59, 0.76
102	valid	1.10, 1.43, 1.43, 1.29	0.91, 0.00, 0.00, 0.90	0.83, 1.00, 1.00, 0.48	0.92, 0.90, 0.93, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.94, 0.69, 0.58, 0.75
103	train	1.10, 1.43, 1.44, 1.26	0.90, 0.00, 0.00, 0.96	0.91, 1.00, 1.00, 0.37	0.94, 0.92, 0.93, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.97, 0.73, 0.59, 0.76
103	valid	1.10, 1.43, 1.43, 1.29	0.91, 0.00, 0.00, 0.91	0.84, 1.00, 1.00, 0.48	0.92, 0.90, 0.92, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.94, 0.69, 0.58, 0.75
104	train	1.10, 1.43, 1.43, 1.26	0.91, 0.00, 0.00, 0.96	0.91, 1.00, 1.00, 0.37	0.94, 0.92, 0.93, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.97, 0.73, 0.59, 0.76
104	valid	1.10, 1.43, 1.43, 1.29	0.91, 0.00, 0.00, 0.90	0.83, 1.00, 1.00, 0.48	0.92, 0.90, 0.93, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.94, 0.70, 0.58, 0.76
105	train	1.10, 1.43, 1.44, 1.26	0.90, 0.00, 0.00, 0.96	0.91, 1.00, 1.00, 0.37	0.94, 0.92, 0.93, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.97, 0.73, 0.59, 0.76
105	valid	1.10, 1.43, 1.43, 1.29	0.91, 0.00, 0.00, 0.91	0.84, 1.00, 1.00, 0.48	0.92, 0.90, 0.93, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.94, 0.70, 0.59, 0.76
106	train	1.10, 1.43, 1.44, 1.26	0.90, 0.00, 0.00, 0.96	0.91, 1.00, 1.00, 0.37	0.94, 0.92, 0.93, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.97, 0.74, 0.59, 0.76
106	valid	1.10, 1.43, 1.43, 1.28	0.90, 0.00, 0.00, 0.93	0.86, 1.00, 1.00, 0.46	0.92, 0.90, 0.92, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.95, 0.71, 0.59, 0.76
107	train	1.10, 1.43, 1.44, 1.26	0.91, 0.00, 0.00, 0.96	0.91, 1.00, 1.00, 0.38	0.94, 0.92, 0.94, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.97, 0.74, 0.59, 0.76
107	valid	1.09, 1.43, 1.43, 1.29	0.92, 0.00, 0.00, 0.89	0.81, 1.00, 1.00, 0.50	0.93, 0.91, 0.93, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.93, 0.70, 0.58, 0.76
108	train	1.10, 1.43, 1.44, 1.26	0.91, 0.00, 0.00, 0.96	0.91, 1.00, 1.00, 0.38	0.94, 0.92, 0.94, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.96, 0.74, 0.59, 0.76
108	valid	1.10, 1.43, 1.43, 1.28	0.91, 0.00, 0.00, 0.92	0.85, 1.00, 1.00, 0.47	0.92, 0.90, 0.93, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.94, 0.71, 0.59, 0.76
109	train	1.10, 1.43, 1.44, 1.26	0.91, 0.00, 0.00, 0.96	0.91, 1.00, 1.00, 0.37	0.94, 0.92, 0.94, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.97, 0.74, 0.59, 0.76
109	valid	1.10, 1.43, 1.43, 1.29	0.91, 0.00, 0.00, 0.92	0.85, 1.00, 1.00, 0.47	0.92, 0.90, 0.92, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.94, 0.71, 0.59, 0.76
110	train	1.10, 1.43, 1.44, 1.26	0.91, 0.00, 0.00, 0.96	0.91, 1.00, 1.00, 0.38	0.94, 0.92, 0.94, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.97, 0.74, 0.59, 0.77
110	valid	1.10, 1.43, 1.43, 1.28	0.90, 0.00, 0.00, 0.93	0.86, 1.00, 1.00, 0.46	0.92, 0.90, 0.92, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.95, 0.71, 0.59, 0.77
111	train	1.10, 1.43, 1.44, 1.26	0.91, 0.00, 0.00, 0.96	0.90, 1.00, 1.00, 0.38	0.94, 0.92, 0.94, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.97, 0.75, 0.59, 0.77
111	valid	1.10, 1.43, 1.43, 1.29	0.91, 0.00, 0.00, 0.92	0.84, 1.00, 1.00, 0.47	0.93, 0.90, 0.93, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.94, 0.72, 0.59, 0.77
112	train	1.10, 1.43, 1.44, 1.26	0.91, 0.00, 0.00, 0.96	0.90, 1.00, 1.00, 0.38	0.94, 0.92, 0.94, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.96, 0.75, 0.59, 0.77
112	valid	1.10, 1.43, 1.43, 1.29	0.91, 0.00, 0.00, 0.91	0.84, 1.00, 1.00, 0.48	0.93, 0.91, 0.93, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.94, 0.72, 0.59, 0.76
113	train	1.10, 1.43, 1.44, 1.26	0.91, 0.00, 0.00, 0.96	0.90, 1.00, 1.00, 0.38	0.94, 0.92, 0.94, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.97, 0.75, 0.60, 0.77
113	valid	1.10, 1.43, 1.43, 1.29	0.92, 0.00, 0.00, 0.91	0.83, 1.00, 1.00, 0.49	0.93, 0.90, 0.93, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.94, 0.72, 0.59, 0.76
114	train	1.10, 1.43, 1.44, 1.26	0.91, 0.00, 0.00, 0.96	0.91, 1.00, 1.00, 0.38	0.94, 0.92, 0.94, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.97, 0.75, 0.60, 0.77
114	valid	1.10, 1.43, 1.43, 1.28	0.91, 0.00, 0.00, 0.92	0.84, 1.00, 1.00, 0.48	0.93, 0.90, 0.93, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.94, 0.72, 0.59, 0.76
115	train	1.10, 1.43, 1.44, 1.26	0.91, 0.00, 0.00, 0.96	0.90, 1.00, 1.00, 0.38	0.94, 0.92, 0.94, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.97, 0.75, 0.60, 0.77
115	valid	1.10, 1.43, 1.43, 1.28	0.91, 0.00, 0.00, 0.92	0.84, 1.00, 1.00, 0.48	0.93, 0.90, 0.93, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.94, 0.72, 0.59, 0.77
116	train	1.10, 1.43, 1.44, 1.25	0.91, 0.00, 0.00, 0.96	0.90, 1.00, 1.00, 0.38	0.94, 0.92, 0.94, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.97, 0.76, 0.60, 0.77
116	valid	1.10, 1.43, 1.43, 1.28	0.92, 0.00, 0.00, 0.91	0.83, 1.00, 1.00, 0.48	0.93, 0.90, 0.93, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.94, 0.72, 0.59, 0.76
117	train	1.10, 1.43, 1.44, 1.25	0.91, 0.00, 0.00, 0.96	0.90, 1.00, 1.00, 0.39	0.94, 0.93, 0.94, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.96, 0.76, 0.60, 0.77
117	valid	1.10, 1.43, 1.43, 1.28	0.92, 0.00, 0.00, 0.91	0.83, 1.00, 1.00, 0.48	0.93, 0.90, 0.93, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.94, 0.73, 0.60, 0.77
118	train	1.10, 1.43, 1.44, 1.25	0.91, 0.00, 0.00, 0.96	0.90, 1.00, 1.00, 0.39	0.94, 0.93, 0.94, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.96, 0.76, 0.60, 0.77
118	valid	1.10, 1.43, 1.43, 1.28	0.91, 0.00, 0.00, 0.92	0.84, 1.00, 1.00, 0.48	0.92, 0.90, 0.93, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.94, 0.73, 0.59, 0.77
119	train	1.10, 1.43, 1.44, 1.25	0.91, 0.00, 0.00, 0.96	0.90, 1.00, 1.00, 0.38	0.94, 0.92, 0.94, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.97, 0.76, 0.60, 0.78
119	valid	1.10, 1.43, 1.43, 1.28	0.92, 0.00, 0.00, 0.91	0.83, 1.00, 1.00, 0.49	0.93, 0.91, 0.93, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.94, 0.73, 0.60, 0.77
120	train	1.10, 1.43, 1.44, 1.25	0.91, 0.00, 0.00, 0.96	0.90, 1.00, 1.00, 0.39	0.94, 0.92, 0.94, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.97, 0.77, 0.60, 0.78
120	valid	1.10, 1.43, 1.43, 1.28	0.91, 0.00, 0.00, 0.93	0.85, 1.00, 1.00, 0.47	0.92, 0.90, 0.93, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.94, 0.74, 0.60, 0.78
121	train	1.10, 1.43, 1.44, 1.25	0.92, 0.00, 0.00, 0.96	0.89, 1.00, 1.00, 0.39	0.94, 0.92, 0.94, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.97, 0.77, 0.60, 0.78
121	valid	1.09, 1.43, 1.43, 1.29	0.93, 0.00, 0.00, 0.90	0.81, 1.00, 1.00, 0.51	0.93, 0.91, 0.93, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.93, 0.73, 0.60, 0.77
122	train	1.10, 1.43, 1.44, 1.25	0.92, 0.00, 0.00, 0.96	0.89, 1.00, 1.00, 0.39	0.94, 0.93, 0.94, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.97, 0.77, 0.60, 0.78
122	valid	1.10, 1.43, 1.43, 1.28	0.91, 0.00, 0.00, 0.92	0.84, 1.00, 1.00, 0.47	0.92, 0.90, 0.93, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.94, 0.73, 0.60, 0.77
123	train	1.10, 1.43, 1.44, 1.25	0.91, 0.00, 0.00, 0.96	0.90, 1.00, 1.00, 0.39	0.94, 0.92, 0.94, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.97, 0.77, 0.61, 0.78
123	valid	1.10, 1.43, 1.43, 1.28	0.92, 0.00, 0.00, 0.92	0.83, 1.00, 1.00, 0.49	0.93, 0.90, 0.93, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.94, 0.75, 0.60, 0.78
124	train	1.10, 1.43, 1.44, 1.25	0.91, 0.00, 0.00, 0.96	0.89, 1.00, 1.00, 0.40	0.94, 0.92, 0.94, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.96, 0.78, 0.61, 0.78
124	valid	1.10, 1.43, 1.43, 1.28	0.92, 0.00, 0.00, 0.91	0.82, 1.00, 1.00, 0.50	0.93, 0.91, 0.93, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.94, 0.74, 0.60, 0.77
125	train	1.09, 1.43, 1.44, 1.25	0.92, 0.00, 0.00, 0.96	0.89, 1.00, 1.00, 0.40	0.94, 0.93, 0.94, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.96, 0.77, 0.61, 0.78
125	valid	1.10, 1.43, 1.43, 1.28	0.92, 0.00, 0.00, 0.92	0.83, 1.00, 1.00, 0.49	0.93, 0.91, 0.93, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.94, 0.74, 0.60, 0.78
126	train	1.10, 1.43, 1.44, 1.25	0.92, 0.00, 0.00, 0.96	0.89, 1.00, 1.00, 0.39	0.94, 0.93, 0.94, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.97, 0.78, 0.61, 0.78
126	valid	1.10, 1.43, 1.43, 1.28	0.92, 0.00, 0.00, 0.91	0.82, 1.00, 1.00, 0.50	0.93, 0.91, 0.93, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.94, 0.75, 0.60, 0.78
127	train	1.09, 1.43, 1.44, 1.25	0.92, 0.00, 0.00, 0.96	0.89, 1.00, 1.00, 0.40	0.94, 0.92, 0.94, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.96, 0.78, 0.61, 0.78
127	valid	1.10, 1.43, 1.43, 1.27	0.92, 0.00, 0.00, 0.92	0.83, 1.00, 1.00, 0.49	0.93, 0.91, 0.93, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.94, 0.75, 0.60, 0.78
128	train	1.10, 1.43, 1.44, 1.25	0.92, 0.00, 0.00, 0.96	0.89, 1.00, 1.00, 0.40	0.94, 0.93, 0.94, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.97, 0.78, 0.61, 0.78
128	valid	1.10, 1.43, 1.43, 1.27	0.92, 0.00, 0.00, 0.92	0.83, 1.00, 1.00, 0.49	0.93, 0.91, 0.93, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.94, 0.75, 0.60, 0.78
129	train	1.10, 1.43, 1.44, 1.25	0.92, 0.00, 0.00, 0.96	0.88, 1.00, 1.00, 0.40	0.94, 0.92, 0.94, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.96, 0.78, 0.61, 0.79
129	valid	1.10, 1.43, 1.43, 1.28	0.92, 0.00, 0.00, 0.91	0.82, 1.00, 1.00, 0.50	0.93, 0.91, 0.93, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.94, 0.75, 0.61, 0.78
130	train	1.09, 1.43, 1.44, 1.25	0.92, 0.00, 0.00, 0.96	0.88, 1.00, 1.00, 0.40	0.94, 0.93, 0.94, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.96, 0.78, 0.61, 0.79
130	valid	1.10, 1.43, 1.43, 1.28	0.93, 0.00, 0.00, 0.91	0.81, 1.00, 1.00, 0.51	0.93, 0.91, 0.93, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.93, 0.75, 0.60, 0.78
131	train	1.10, 1.43, 1.44, 1.24	0.92, 0.00, 0.00, 0.96	0.88, 1.00, 1.00, 0.40	0.94, 0.92, 0.94, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.97, 0.79, 0.61, 0.79
131	valid	1.11, 1.42, 1.43, 1.27	0.91, 0.00, 0.00, 0.93	0.83, 1.00, 1.00, 0.49	0.93, 0.90, 0.93, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.94, 0.77, 0.61, 0.79
132	train	1.09, 1.42, 1.44, 1.25	0.92, 0.00, 0.00, 0.96	0.87, 1.00, 1.00, 0.41	0.94, 0.93, 0.94, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.96, 0.79, 0.62, 0.79
132	valid	1.10, 1.43, 1.43, 1.28	0.93, 0.00, 0.00, 0.90	0.79, 1.00, 1.00, 0.52	0.93, 0.91, 0.93, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.93, 0.75, 0.61, 0.78
133	train	1.09, 1.42, 1.44, 1.25	0.92, 0.00, 0.00, 0.96	0.87, 1.00, 1.00, 0.41	0.94, 0.93, 0.94, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.96, 0.79, 0.62, 0.79
133	valid	1.10, 1.42, 1.43, 1.28	0.93, 0.00, 0.00, 0.90	0.79, 1.00, 1.00, 0.52	0.93, 0.91, 0.93, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.93, 0.76, 0.61, 0.78
134	train	1.09, 1.42, 1.44, 1.25	0.92, 0.00, 0.00, 0.96	0.87, 1.00, 1.00, 0.41	0.94, 0.93, 0.94, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.96, 0.79, 0.62, 0.79
134	valid	1.10, 1.42, 1.43, 1.27	0.92, 0.00, 0.00, 0.91	0.82, 1.00, 1.00, 0.50	0.93, 0.91, 0.93, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.94, 0.76, 0.61, 0.78
135	train	1.09, 1.42, 1.44, 1.25	0.92, 0.00, 0.00, 0.96	0.87, 1.00, 1.00, 0.41	0.94, 0.93, 0.94, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.96, 0.79, 0.62, 0.79
135	valid	1.10, 1.43, 1.43, 1.27	0.93, 0.00, 0.00, 0.90	0.79, 1.00, 1.00, 0.52	0.93, 0.91, 0.93, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.93, 0.75, 0.61, 0.78
136	train	1.09, 1.42, 1.44, 1.24	0.92, 0.00, 0.00, 0.96	0.87, 1.00, 1.00, 0.41	0.94, 0.92, 0.94, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.96, 0.79, 0.62, 0.79
136	valid	1.10, 1.42, 1.43, 1.27	0.93, 0.00, 0.00, 0.90	0.79, 1.00, 1.00, 0.52	0.93, 0.91, 0.93, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.93, 0.76, 0.61, 0.78
137	train	1.09, 1.42, 1.44, 1.24	0.92, 0.00, 0.00, 0.96	0.87, 1.00, 1.00, 0.42	0.94, 0.92, 0.94, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.96, 0.79, 0.62, 0.79
137	valid	1.10, 1.42, 1.43, 1.27	0.92, 0.00, 0.00, 0.91	0.81, 1.00, 1.00, 0.51	0.93, 0.90, 0.93, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.94, 0.77, 0.61, 0.78
138	train	1.09, 1.42, 1.44, 1.24	0.92, 0.00, 0.00, 0.96	0.86, 1.00, 1.00, 0.42	0.94, 0.93, 0.94, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.96, 0.79, 0.62, 0.79
138	valid	1.09, 1.43, 1.43, 1.28	0.94, 0.00, 0.00, 0.88	0.76, 1.00, 1.00, 0.55	0.93, 0.91, 0.93, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.92, 0.76, 0.61, 0.78
139	train	1.10, 1.42, 1.44, 1.24	0.92, 0.00, 0.00, 0.96	0.87, 1.00, 1.00, 0.42	0.94, 0.92, 0.94, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.96, 0.80, 0.62, 0.79
139	valid	1.10, 1.42, 1.43, 1.27	0.93, 0.00, 0.00, 0.91	0.79, 1.00, 1.00, 0.52	0.93, 0.91, 0.93, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.93, 0.77, 0.61, 0.79
140	train	1.09, 1.42, 1.44, 1.24	0.92, 0.00, 0.00, 0.96	0.86, 1.00, 1.00, 0.42	0.94, 0.92, 0.94, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.96, 0.80, 0.62, 0.79
140	valid	1.11, 1.42, 1.43, 1.26	0.92, 0.00, 0.00, 0.92	0.82, 1.00, 1.00, 0.50	0.92, 0.90, 0.93, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.94, 0.77, 0.61, 0.79
141	train	1.09, 1.42, 1.44, 1.24	0.93, 0.00, 0.00, 0.96	0.86, 1.00, 1.00, 0.42	0.94, 0.93, 0.94, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.96, 0.80, 0.62, 0.79
141	valid	1.10, 1.43, 1.43, 1.27	0.93, 0.00, 0.00, 0.90	0.79, 1.00, 1.00, 0.52	0.93, 0.91, 0.93, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.93, 0.76, 0.61, 0.78
142	train	1.09, 1.42, 1.44, 1.24	0.93, 0.00, 0.00, 0.96	0.86, 1.00, 1.00, 0.43	0.94, 0.93, 0.94, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.96, 0.80, 0.62, 0.79
142	valid	1.09, 1.43, 1.43, 1.27	0.93, 0.00, 0.00, 0.89	0.78, 1.00, 1.00, 0.53	0.93, 0.91, 0.93, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.93, 0.76, 0.61, 0.78
143	train	1.09, 1.42, 1.44, 1.24	0.92, 0.00, 0.00, 0.96	0.87, 1.00, 1.00, 0.42	0.94, 0.92, 0.94, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.96, 0.80, 0.63, 0.80
143	valid	1.11, 1.42, 1.43, 1.26	0.92, 0.00, 0.00, 0.93	0.82, 1.00, 1.00, 0.50	0.92, 0.90, 0.92, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.94, 0.78, 0.62, 0.79
144	train	1.09, 1.42, 1.44, 1.24	0.93, 0.00, 0.00, 0.96	0.86, 1.00, 1.00, 0.43	0.94, 0.92, 0.94, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.96, 0.81, 0.63, 0.80
144	valid	1.09, 1.43, 1.43, 1.27	0.93, 0.00, 0.00, 0.89	0.77, 1.00, 1.00, 0.54	0.93, 0.91, 0.93, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.93, 0.77, 0.61, 0.78
145	train	1.09, 1.42, 1.44, 1.24	0.93, 0.00, 0.00, 0.95	0.85, 1.00, 1.00, 0.43	0.94, 0.92, 0.94, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.96, 0.81, 0.63, 0.80
145	valid	1.10, 1.42, 1.43, 1.26	0.92, 0.00, 0.00, 0.92	0.81, 1.00, 1.00, 0.51	0.92, 0.90, 0.93, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.94, 0.78, 0.62, 0.79
146	train	1.09, 1.42, 1.44, 1.24	0.93, 0.00, 0.00, 0.96	0.85, 1.00, 1.00, 0.43	0.94, 0.93, 0.94, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.96, 0.81, 0.63, 0.80
146	valid	1.10, 1.42, 1.43, 1.27	0.93, 0.00, 0.00, 0.89	0.78, 1.00, 1.00, 0.54	0.93, 0.91, 0.93, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.93, 0.77, 0.61, 0.78
147	train	1.09, 1.42, 1.44, 1.24	0.93, 0.00, 0.00, 0.95	0.85, 1.00, 1.00, 0.43	0.94, 0.93, 0.94, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.96, 0.81, 0.63, 0.80
147	valid	1.10, 1.42, 1.43, 1.26	0.93, 0.00, 0.00, 0.91	0.79, 1.00, 1.00, 0.52	0.92, 0.90, 0.93, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.93, 0.78, 0.62, 0.79
148	train	1.09, 1.42, 1.44, 1.24	0.93, 0.00, 0.00, 0.95	0.85, 1.00, 1.00, 0.44	0.94, 0.93, 0.94, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.96, 0.81, 0.63, 0.80
148	valid	1.10, 1.42, 1.43, 1.26	0.93, 0.00, 0.00, 0.91	0.79, 1.00, 1.00, 0.52	0.93, 0.90, 0.93, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.93, 0.78, 0.62, 0.79
149	train	1.09, 1.42, 1.44, 1.24	0.93, 0.00, 0.00, 0.95	0.84, 1.00, 1.00, 0.44	0.94, 0.93, 0.94, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.96, 0.81, 0.63, 0.80
149	valid	1.10, 1.42, 1.43, 1.27	0.93, 0.00, 0.00, 0.89	0.77, 1.00, 1.00, 0.54	0.93, 0.91, 0.93, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.93, 0.77, 0.62, 0.79
150	train	1.09, 1.42, 1.44, 1.23	0.93, 0.00, 0.00, 0.95	0.84, 1.00, 1.00, 0.44	0.94, 0.93, 0.94, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.96, 0.81, 0.63, 0.80
150	valid	1.10, 1.43, 1.44, 1.26	0.93, 0.00, 0.00, 0.91	0.80, 1.00, 1.00, 0.51	0.92, 0.90, 0.93, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.94, 0.77, 0.62, 0.79
