Epoch	Stage	Loss	Sensitivity	Specificity	AUC - promoter active	AUC - nonpromoter active	AUC - promoter inactive	AUC - nonpromoter inactive
101	train	1.07, 1.40, 1.40, 1.07	1.00, 0.00, 0.00, 0.93	0.32, 1.00, 1.00, 0.98	0.95, 0.95, 0.95, 0.96	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.96, 0.96, 0.96, 0.96
101	valid	1.16, 1.40, 1.40, 1.18	0.97, 0.00, 0.00, 0.70	0.33, 1.00, 1.00, 0.91	0.87, 0.86, 0.87, 0.88	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.84, 0.82, 0.80, 0.82
102	train	1.07, 1.40, 1.40, 1.07	1.00, 0.00, 0.00, 0.93	0.32, 1.00, 1.00, 0.98	0.96, 0.95, 0.95, 0.97	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.96, 0.96, 0.96, 0.96
102	valid	1.07, 1.42, 1.42, 1.21	0.99, 0.00, 0.00, 0.63	0.26, 1.00, 1.00, 0.95	0.94, 0.92, 0.94, 0.96	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.81, 0.80, 0.78, 0.80
103	train	1.07, 1.40, 1.40, 1.07	1.00, 0.00, 0.00, 0.93	0.32, 1.00, 1.00, 0.98	0.96, 0.96, 0.96, 0.97	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.96, 0.96, 0.96, 0.96
103	valid	1.08, 1.41, 1.41, 1.19	0.98, 0.00, 0.00, 0.65	0.29, 1.00, 1.00, 0.93	0.93, 0.92, 0.93, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.82, 0.80, 0.78, 0.80
104	train	1.07, 1.40, 1.40, 1.07	1.00, 0.00, 0.00, 0.93	0.32, 1.00, 1.00, 0.98	0.96, 0.96, 0.96, 0.97	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.96, 0.96, 0.96, 0.96
104	valid	1.10, 1.41, 1.41, 1.18	0.98, 0.00, 0.00, 0.69	0.32, 1.00, 1.00, 0.91	0.92, 0.91, 0.92, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.84, 0.81, 0.80, 0.82
105	train	1.07, 1.39, 1.39, 1.07	1.00, 0.00, 0.00, 0.93	0.32, 1.00, 1.00, 0.99	0.96, 0.96, 0.96, 0.97	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.96, 0.96, 0.96, 0.96
105	valid	1.08, 1.42, 1.41, 1.19	0.98, 0.00, 0.00, 0.65	0.29, 1.00, 1.00, 0.92	0.93, 0.92, 0.93, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.82, 0.80, 0.79, 0.81
106	train	1.07, 1.40, 1.40, 1.07	1.00, 0.00, 0.00, 0.93	0.32, 1.00, 1.00, 0.98	0.96, 0.95, 0.96, 0.97	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.96, 0.96, 0.96, 0.96
106	valid	1.08, 1.42, 1.41, 1.20	0.98, 0.00, 0.00, 0.64	0.29, 1.00, 1.00, 0.93	0.93, 0.92, 0.93, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.82, 0.80, 0.78, 0.80
107	train	1.07, 1.39, 1.39, 1.07	1.00, 0.00, 0.00, 0.93	0.32, 1.00, 1.00, 0.99	0.96, 0.96, 0.96, 0.97	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.96, 0.96, 0.96, 0.96
107	valid	1.11, 1.41, 1.41, 1.18	0.98, 0.00, 0.00, 0.67	0.30, 1.00, 1.00, 0.92	0.92, 0.91, 0.92, 0.93	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.83, 0.81, 0.79, 0.81
108	train	1.07, 1.39, 1.39, 1.07	1.00, 0.00, 0.00, 0.93	0.32, 1.00, 1.00, 0.98	0.96, 0.96, 0.96, 0.97	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.96, 0.96, 0.96, 0.96
108	valid	1.28, 1.40, 1.40, 1.18	0.96, 0.00, 0.00, 0.68	0.32, 1.00, 1.00, 0.90	0.73, 0.73, 0.73, 0.74	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.83, 0.81, 0.80, 0.81
109	train	1.07, 1.39, 1.39, 1.07	1.00, 0.00, 0.00, 0.93	0.32, 1.00, 1.00, 0.98	0.96, 0.96, 0.96, 0.97	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.96, 0.96, 0.96, 0.96
109	valid	1.09, 1.42, 1.42, 1.16	0.97, 0.00, 0.00, 0.75	0.39, 1.00, 1.00, 0.86	0.93, 0.92, 0.93, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.87, 0.83, 0.81, 0.84
110	train	1.07, 1.40, 1.40, 1.07	1.00, 0.00, 0.00, 0.93	0.32, 1.00, 1.00, 0.98	0.96, 0.96, 0.96, 0.97	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.96, 0.96, 0.96, 0.96
110	valid	1.20, 1.40, 1.40, 1.21	0.98, 0.00, 0.00, 0.59	0.25, 1.00, 1.00, 0.95	0.84, 0.83, 0.84, 0.84	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.79, 0.78, 0.76, 0.78
111	train	1.06, 1.39, 1.39, 1.07	1.00, 0.00, 0.00, 0.93	0.32, 1.00, 1.00, 0.98	0.97, 0.96, 0.96, 0.97	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.96, 0.96, 0.96, 0.96
111	valid	1.10, 1.41, 1.41, 1.19	0.98, 0.00, 0.00, 0.65	0.30, 1.00, 1.00, 0.92	0.92, 0.91, 0.92, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.82, 0.80, 0.78, 0.80
112	train	1.07, 1.40, 1.40, 1.07	1.00, 0.00, 0.00, 0.93	0.32, 1.00, 1.00, 0.98	0.96, 0.95, 0.95, 0.97	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.96, 0.96, 0.96, 0.96
112	valid	1.10, 1.40, 1.40, 1.22	0.99, 0.00, 0.00, 0.57	0.24, 1.00, 1.00, 0.95	0.92, 0.90, 0.91, 0.93	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.78, 0.77, 0.76, 0.77
113	train	1.07, 1.40, 1.40, 1.07	1.00, 0.00, 0.00, 0.93	0.32, 1.00, 1.00, 0.98	0.96, 0.96, 0.96, 0.97	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.96, 0.96, 0.96, 0.96
113	valid	1.10, 1.41, 1.41, 1.18	0.97, 0.00, 0.00, 0.69	0.32, 1.00, 1.00, 0.91	0.92, 0.91, 0.92, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.83, 0.82, 0.79, 0.82
114	train	1.07, 1.39, 1.39, 1.07	1.00, 0.00, 0.00, 0.93	0.32, 1.00, 1.00, 0.98	0.96, 0.96, 0.96, 0.97	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.97, 0.96, 0.96, 0.96
114	valid	1.10, 1.41, 1.41, 1.20	0.98, 0.00, 0.00, 0.63	0.28, 1.00, 1.00, 0.93	0.92, 0.91, 0.92, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.81, 0.79, 0.77, 0.79
115	train	1.07, 1.39, 1.39, 1.07	1.00, 0.00, 0.00, 0.93	0.32, 1.00, 1.00, 0.99	0.96, 0.96, 0.96, 0.97	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.97, 0.96, 0.96, 0.96
115	valid	1.06, 1.44, 1.44, 1.21	0.99, 0.00, 0.00, 0.61	0.27, 1.00, 1.00, 0.94	0.94, 0.92, 0.94, 0.97	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.81, 0.79, 0.77, 0.79
116	train	1.06, 1.39, 1.39, 1.07	1.00, 0.00, 0.00, 0.93	0.32, 1.00, 1.00, 0.99	0.97, 0.96, 0.96, 0.97	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.97, 0.96, 0.96, 0.96
116	valid	1.12, 1.40, 1.41, 1.19	0.98, 0.00, 0.00, 0.68	0.31, 1.00, 1.00, 0.92	0.90, 0.89, 0.90, 0.92	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.83, 0.81, 0.79, 0.81
117	train	1.07, 1.39, 1.40, 1.07	1.00, 0.00, 0.00, 0.93	0.32, 1.00, 1.00, 0.99	0.96, 0.96, 0.96, 0.97	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.97, 0.96, 0.96, 0.96
117	valid	1.09, 1.41, 1.41, 1.18	0.98, 0.00, 0.00, 0.69	0.32, 1.00, 1.00, 0.91	0.92, 0.91, 0.92, 0.94	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.84, 0.82, 0.80, 0.82
118	train	1.08, 1.40, 1.40, 1.07	1.00, 0.00, 0.00, 0.93	0.32, 1.00, 1.00, 0.99	0.95, 0.95, 0.95, 0.96	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.97, 0.96, 0.96, 0.96
118	valid	1.07, 1.42, 1.42, 1.21	0.99, 0.00, 0.00, 0.60	0.25, 1.00, 1.00, 0.95	0.94, 0.92, 0.93, 0.96	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.80, 0.78, 0.77, 0.79
119	train	1.07, 1.40, 1.40, 1.07	1.00, 0.00, 0.00, 0.93	0.32, 1.00, 1.00, 0.98	0.96, 0.96, 0.96, 0.97	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.97, 0.96, 0.96, 0.96
119	valid	1.14, 1.40, 1.41, 1.19	0.97, 0.00, 0.00, 0.67	0.31, 1.00, 1.00, 0.92	0.89, 0.88, 0.89, 0.90	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.83, 0.81, 0.79, 0.81
120	train	1.07, 1.39, 1.39, 1.07	1.00, 0.00, 0.00, 0.93	0.32, 1.00, 1.00, 0.99	0.96, 0.96, 0.96, 0.97	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.97, 0.96, 0.96, 0.96
120	valid	1.08, 1.41, 1.41, 1.19	0.98, 0.00, 0.00, 0.65	0.28, 1.00, 1.00, 0.94	0.93, 0.91, 0.93, 0.95	0.50, 0.50, 0.50, 0.50	0.50, 0.50, 0.50, 0.50	0.82, 0.81, 0.79, 0.81
